date,D_days,tau,n_strikes,alpha,rho,nu,vol_rmse
2023-02-10,98,0.2684931506849315,526,0.18341964386814621,-0.6635004103862343,1.6563268502391795,0.008062471837086723
2023-02-10,110,0.3013698630136986,166,0.18079297504746888,-0.6668487978299771,1.581547345518912,0.010880269434274758
2023-02-10,126,0.3452054794520548,483,0.18613573065922048,-0.6951626770976319,1.448507328168483,0.00797510732620883
2023-02-10,140,0.3835616438356164,322,0.17538517153015537,-0.6083843020869621,1.6439686137407854,0.013940106446169113
2023-02-10,161,0.4410958904109589,207,0.18132790049448042,-0.6954007753819088,1.4985606917352712,0.014275397584995946
2023-02-10,171,0.4684931506849315,127,0.17997124228895986,-0.6462292471296287,1.51611175693107,0.01191717794249352
2023-02-10,189,0.5178082191780822,128,0.17049602251216353,-0.6871460160408298,1.4996270974303703,0.020843578930879417
2023-02-13,1,0.0027397260273972,72,0.34889969458078085,0.999,5.0,0.12707092657624822
2023-02-13,2,0.0054794520547945,70,0.26903049781072297,0.32811950126286443,5.0,0.04370757082660753
2023-02-13,3,0.0082191780821917,86,0.24710170952115507,0.18595817757314165,5.0,0.04822005967003782
2023-02-13,4,0.010958904109589,342,0.27251487490301246,0.8715068368595641,5.0,0.14911199794405416
2023-02-13,8,0.021917808219178,85,0.16820389240337102,-0.027325130503836798,4.16664438684609,0.022139989292370068
2023-02-13,9,0.0246575342465753,84,0.17868821340832974,-0.01714269980474228,2.730961680954025,0.016920127904220494
2023-02-13,10,0.0273972602739726,97,0.17528791969618457,-0.07862225282431773,3.4645412996040803,0.019001713451419783
2023-02-13,11,0.0301369863013698,117,0.1741835819333081,-0.15470896238531945,3.091857848314695,0.02015445001917896
2023-02-13,14,0.0383561643835616,98,0.16617796995362227,-0.12293228065533306,2.497987659982016,0.013716691218524415
2023-02-13,15,0.0410958904109589,150,0.15769837778686965,-0.2166433787216902,2.757062856951919,0.018194274132192045
2023-02-13,16,0.0438356164383561,91,0.16910644351601317,-0.2677746354775501,2.21809474879117,0.009469804189507169
2023-02-13,17,0.0465753424657534,94,0.1674394985854462,-0.2397183378127498,2.6571403684581116,0.01250845332274282
2023-02-13,18,0.0493150684931506,126,0.16878923398054033,-0.31551150798864036,2.1120277106318666,0.013315874157723416
2023-02-13,21,0.0575342465753424,105,0.16298798073478105,-0.24059217081266673,2.0040793574602547,0.011664053041939902
2023-02-13,22,0.0602739726027397,73,0.16428007379546564,-0.32710411421639995,2.4511993186389165,0.009579059833186231
2023-02-13,23,0.0630136986301369,77,0.17160943104965146,-0.3462539344063848,1.7801122874301665,0.008862962961106915
2023-02-13,24,0.0657534246575342,68,0.16948360577817917,-0.355770101482077,2.183705789641788,0.008745245546269155
2023-02-13,25,0.0684931506849315,128,0.17190525452923988,-0.3400194153595003,1.8941904221952477,0.012680678299361032
2023-02-13,28,0.0767123287671232,95,0.1677109566689203,-0.40655477815563884,1.9570971836939586,0.008260317831193272
2023-02-13,29,0.0794520547945205,47,0.17833105495929572,-0.37352228018635175,1.697099712102039,0.011549977981462988
2023-02-13,32,0.0876712328767123,532,0.1580555100833026,-0.27278277588031385,2.5052996868916573,0.02591779413701612
2023-02-13,35,0.0958904109589041,50,0.17596800377964586,-0.441906255936583,1.6160418686539222,0.009053535167540356
2023-02-13,39,0.1068493150684931,89,0.18632556558296834,-0.554064469665697,1.5530623620261295,0.009778082084517203
